filename,relative_path,duration_sec,transcript,notes,character
misn0719.wav,Battlezone/Stars and Stripes/Behind Enemy Lines/misn0719.wav,10.762,Rendezvous with the Recycler Utah and her Unit Factory. We've dropped a Nav Camera at her location. Set up a base and destroy the Soviets Recycler to the north. There's a Nav Camera there as well.,,General Collins
misn0723.wav,Battlezone/Stars and Stripes/Behind Enemy Lines/misn0723.wav,43.468,"There was no love to be found on Venus. Only vengeance. We were there to take back the relic we lost on Mars. But it was so much more to all of us. This was a time for us to strike back for the countless friends we'd lost during the savage attack on the Moon. As we dropped through the churning atmosphere, the bolts of lightning and the putrid green clouds set the stage for what lay ahead. We were about to launch the biggest invasion since Normandy. We weren't taking any chances, and we weren't taking any prisoners.",,Grizzly One
misn1100.wav,Battlezone/Stars and Stripes/Bring it Home/misn1100.wav,12.074,"We beat the Soviets to the relics, and finally took the upper hand. Now came our move to fully take advantage of our newfound prize.",,Grizzly One
misn1101.wav,Battlezone/Stars and Stripes/Bring it Home/misn1101.wav,17.961,"It's imperative that we get the relics off Io and back to our engineering facilities on Mars. Your platoon will escort the transports from the base to the Launch Pad. I've attached some tanks from the Eighth Platoon to your command. The convoy will follow the Nav Beacons, so you may want to take your forces to scout ahead.",,General Collins
misn1102.wav,Battlezone/Stars and Stripes/Bring it Home/misn1102.wav,1.637,Moving out.,,Hauler Pilot
misn1103.wav,Battlezone/Stars and Stripes/Bring it Home/misn1103.wav,4.447,Grizzly One. One of the transports is breaking from its pre-programmed path.,,Corporal Buzz
misn1104.wav,Battlezone/Stars and Stripes/Bring it Home/misn1104.wav,3.959,"Farewell, bourgeois, imperialist pigs!",,Dr. Wilhelm Arkin
misn1105.wav,Battlezone/Stars and Stripes/Bring it Home/misn1105.wav,7.697,Arkin? What's with the accent? Hey! He's stealing the transport! That bastard's a mole!,,Corporal Buzz
misn1106.wav,Battlezone/Stars and Stripes/Bring it Home/misn1106.wav,10.136,"Grizzly One, pursue Transport 3 with extreme caution. It is essential that we hold transports 1 and 2. Repeat, do not lose transports 1 and 2.",,Lieutenant Corbett
misn1107.wav,Battlezone/Stars and Stripes/Bring it Home/misn1107.wav,6.444,"We detect heavy forces ahead, Commander. We're stopping the convoy till the path is cleared.",,Hauler Pilot
misn1108.wav,Battlezone/Stars and Stripes/Bring it Home/misn1108.wav,6.653,Collins here. Additional CCA forces are entering your area. They're moving in to attack the Launch Pad.,,General Collins
misn1109.wav,Battlezone/Stars and Stripes/Bring it Home/misn1109.wav,10.182,"Grizzly One, we've lost the Launch Pad that was your destination. Lieutenant Corbett is setting up another Launch Pad. We'll drop a Nav Beacon at the Launch Pad's position as soon as preparations are complete.",,General Collins
misn1110.wav,Battlezone/Stars and Stripes/Bring it Home/misn1110.wav,4.934,"Commander, we've established a second Launch Pad. Escort the remaining transports there.",,Lieutenant Corbett
misn1111.wav,Battlezone/Stars and Stripes/Bring it Home/misn1111.wav,2.635,One of the transports has been destroyed.,,Corporal Buzz
misn1112.wav,Battlezone/Stars and Stripes/Bring it Home/misn1112.wav,8.231,"Commander, this convoy is a disaster. It's not enough that the CCA stole one of the Furies. You've got to go and let them blow another one up.",,General Collins
misn1113.wav,Battlezone/Stars and Stripes/Bring it Home/misn1113.wav,10.182,"Commander, losing Arkin’s transport is a significant setback, but you performed well under the circumstances. Now, it's time to capture that traitor.",,General Collins
misn1114.wav,Battlezone/Stars and Stripes/Bring it Home/misn1114.wav,12.109,"Commander, do not attempt to recover Transport 3. Repeat, do not attempt to recover transport 3. Sky-Eye detects a massive CCA force in that area. Protect the other two transports.",,General Collins
misn1115.wav,Battlezone/Stars and Stripes/Bring it Home/misn1115.wav,4.493,"Good work, Grizzly One. The information has been recorded. Continue on your mission.",,Lieutenant Corbett
misn0302.wav,Battlezone/Stars and Stripes/Eagle's Nest 1/misn0302.wav,5.016,"We've lost the Command Tower, Grizzly One. Looks like you'd better learn to speak Russian.",,General Collins
misn0303.wav,Battlezone/Stars and Stripes/Eagle's Nest 1/misn0303.wav,5.422,"Commander, we've lost the Solar Arrays. Looks like you better learn to speak Russian.",,General Collins
misn0304.wav,Battlezone/Stars and Stripes/Eagle's Nest 1/misn0304.wav,9.427,"The Soviets destroyed the transport, Commander. A lot of good men are dead. I'm sure you'll have time to think about that, since we don't have any way to get home.",,General Collins
misn0305.wav,Battlezone/Stars and Stripes/Eagle's Nest 1/misn0305.wav,12.307,"Satellite recon indicates that an overwhelming Soviet strike force has just landed to the north and to the west. I'm ordering a full evacuation of Eagles Nest 1. Repeat, we are pulling out of Eagles Nest 1.",,General Collins
misn0306.wav,Battlezone/Stars and Stripes/Eagle's Nest 1/misn0306.wav,9.601,"Commander, all of our key personnel have reached transports 1 and 2. Disregard all previous orders and escort these two transports to the north Launch Pad.",,Lieutenant Corbett
misn0309.wav,Battlezone/Stars and Stripes/Eagle's Nest 1/misn0309.wav,3.936,Grizzly One. Escort the transports to the northern Launch Pad.,,Lieutenant Corbett
misn0310.wav,Battlezone/Stars and Stripes/Eagle's Nest 1/misn0310.wav,4.18,"Nice job, Grizzly One. Now, get to the Launch Pad.",,General Collins
misn0311.wav,Battlezone/Stars and Stripes/Eagle's Nest 1/misn0311.wav,18.901,"This is General Collins, Commander. You're just in time. The first Soviet attack has destroyed all of Eagle's Nest One's defenses. Check your radar. We've got additional Soviet forces coming in from the southeast. They're targeting the Command Tower and our Solar Arrays. Protect these structures at all costs. If we lose them, we're finished.",,General Collins
misn0312.wav,Battlezone/Stars and Stripes/Eagle's Nest 1/misn0312.wav,16.939,"The Soviet forces are withdrawing, Commander. It won't be long before they regroup for another attack. The NSDF Recycler Montana has been called back to the base. She's a training vehicle, but she does have Turret building capabilities. Use her to build some turrets and set up a defensive perimeter around the base.",,General Collins
misn0314.wav,Battlezone/Stars and Stripes/Eagle's Nest 1/misn0314.wav,6.002,"Commander, reinforcements are returning from Outpost 2. Rendezvous at the Northern Solar Array.",,Lieutenant Corbett
misn0315.wav,Battlezone/Stars and Stripes/Eagle's Nest 1/misn0315.wav,5.027,"Commander, take up a position in front of the transports and look out for Soviet blockades.",,Lieutenant Corbett
misn0316.wav,Battlezone/Stars and Stripes/Eagle's Nest 1/misn0316.wav,16.266,"Well done, Commander. Well done. Attention all NSDF forces. We have successfully evacuated all ground personnel. However, we have lost Eagle's Nest 1 to the Soviets.",,General Collins
misn0317.wav,Battlezone/Stars and Stripes/Eagle's Nest 1/misn0317.wav,7.697,We underestimated the Soviet strength. And we underestimated their commitment to controlling the bio-metal.,,General Collins
misn0318.wav,Battlezone/Stars and Stripes/Eagle's Nest 1/misn0318.wav,13.723,"Now their intentions are clear. And if it's a war they want, then it's a war they shall get. We're relocating to Mars, where we will reassert our standing as the world's greatest superpower.",,General Collins
misn0319.wav,Battlezone/Stars and Stripes/Eagle's Nest 1/misn0319.wav,14.303,"The action on the Moon got intense, but it was only the beginning of what was to come. The Soviet surprise attack caught us all with our pants down. We never even had time to bury our dead.",,Grizzly One
misn0600.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0600.wav,29.722,"By the end of our time on Mars, we'd all learn to question our individual value in the grand scheme of things. Collins gave us orders that left some of our people to die. Nobody wants to be responsible for their friend's death. But no general wants to be responsible for losing a war. We learned to trust our generals and to follow their orders. But we all feared the day that we would be abandoned and left to die.",,Grizzly One
misn0601.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0601.wav,27.144,Grizzly One. Commander Simmons and the 5th Platoon are locked down in battle with a full CCA platoon at the Olympus Mons ruins. They've just lost the Recycler Minnesota. You must escort the Recycler Wyoming to rescue Simmons and the 5th Platoon. There is a CCA base in the canyons to the north of your route that may complicate your mission. Take all precaution to avoid conflict until you reach the 5th. Collins out.,,General Collins
misn0602.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0602.wav,10.553,"Grizzly One, Sky-Eye is picking up a large object in the area. We've got recon orders from Lieutenant Corbett. I'm entering the coordinates into your computer now. Corporal Buzz out.",,Corporal Buzz
misn0603.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0603.wav,10.391,"Look at the size of that thing. I'm picking up bio-metal inside the hull. Some sort of transport ship. General, Grizzly One has located the Hephaestus.",,Lieutenant Corbett
misn0604.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0604.wav,5.457,"Grizzly One, access your information database to see if we can get anything else from this.",,General Collins
misn0605.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0605.wav,11.169,"Stand by for new mission priority, Grizzly One. Head to Nav Beacon One and recon the Starport mentioned in the Hephaestus's log. It could provide additional information on where the Cthonians have been.",,General Collins
misn0606.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0606.wav,1.707,"But General, the 5th.",,Lieutenant Corbett
misn0607.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0607.wav,7.674,"I am well aware of the 5th’s situation, Lieutenant, but this relic could tip the balance of the war. You have your orders, Grizzly One.",,General Collins
misn0608.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0608.wav,7.93,Grizzly One. Search each of the structures and locate the flight log database. We're lucky the CCA hasn't pilfered the site yet.,,Lieutenant Corbett
misn0609.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0609.wav,4.841,Look at all that bio-metal. It must have scattered everywhere when the Hephaestus crashed.,,Lieutenant Corbett
misn0610.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0610.wav,6.699,"Good work, Grizzly One. According to the information, there should be another alien relic resembling the database we found earlier.",,Lieutenant Corbett
misn0611.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0611.wav,3.68,"Commander, CCA patrol approaching from the canyon!",,Corporal Buzz
misn0612.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0612.wav,6.095,General. Commander Simmons reports that the CCA platoon is retreating to the CCA base in the canyon.,,Lieutenant Corbett
misn0613.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0613.wav,7.581,"They know we're here. They're pulling back to protect the flight log. Continue to build your platoon and hold for further orders, Commander.",,General Collins
misn0614.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0614.wav,4.981,"General, Sky-Eye reports that a transport is lifting off from the CCA base.",,Lieutenant Corbett
misn0615.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0615.wav,8.266,"They're trying to get the database off Mars. Grizzly One, continue with your assault. We'll try and cut them off from up here. Lieutenant, order the Lincoln and the Roosevelt to set a blockade.",Unused voiceover.,
misn0616.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0616.wav,0.743,"One minute, sir.",Unused voiceover.,
misn0617.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0617.wav,1.376,"Damn, that's not enough time.",Unused voiceover.,
misn0618.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0618.wav,1.98,How long before the CCA platoon makes it back?,Unused voiceover.,
misn0619.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0619.wav,0.592,Eight minutes.,Unused voiceover.,
misn0620.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0620.wav,15.975,"Well, we may not be able to stop them from getting the relic on the transport, but we can find out where they're headed. Grizzly One, you are to use the Wyoming and penetrate the canyon's defenses. Take the base, but do it quick. The CCA platoon that was fighting the fifth is headed your way. Lieutenant, what are the closest ships to the CCA destroyers?",Unused voiceover.,
misn0621.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0621.wav,1.329,"The Lincoln and the Roosevelt, sir.",Unused voiceover.,
misn0622.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0622.wav,3.878,Order them to set a blockade. Contact the Freedom and request their assistance. Collins out.,Unused voiceover.,
misn0623.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0623.wav,1.361,Transport has touched down.,Unused voiceover.,
misn0624.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0624.wav,3.518,CCA transport has lifted off and is rejoining the escort destroyers.,Unused voiceover.,
misn0625.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0625.wav,2.371,"General, the Lincoln is under attack.",Unused voiceover.,
misn0626.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0626.wav,14.977,"Mayday, Mayday, Justice, this is Lincoln. We are taking heavy fire. CCA transports trying to leave orbit. Roosevelt has not yet arrived. Need assistance. Our engines are…",Unused voiceover.,
misn0627.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0627.wav,4.215,"General, the Lincoln has been destroyed and the transport has gotten away.",Unused voiceover.,
misn0628.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0628.wav,18.564,"Grizzly One, a transport carrying the flight log has escaped. Proceed to the CCA Launch Pad and inspect it to determine the transport's destination. You'll have to move quickly before the CCA platoon returns to fortify the base. Sky-Eye reports that you have about nine minutes. Good luck, Commander. Collins out.",,General Collins
misn0629.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0629.wav,3.1,"General, Grizzly One has recon’d the Launch Pad.",,Lieutenant Corbett
misn0630.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0630.wav,7.407,"Excellent work, Commander. Now get the Wyoming to the dust-off site. Lieutenant Corbett will drop a Nav Beacon. Good work, Grizzly One.",,General Collins
misn0631.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0631.wav,2.937,Three minutes before CCA platoon arrives.,,Corporal Buzz
misn0632.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0632.wav,7.465,"Grizzly One, this is Commander Simmons. I don't know how long we can hold on. I've lost half my platoon. Hurry to the Launch Pad, ASAP!",,Commander Simmons
misn0633.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0633.wav,5.375,"Grizzly One, this is Commander Simmons. There's only a few of us left. We can't hold out much longer.",,Commander Simmons
misn0634.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0634.wav,6.327,"Grizzly One, we're going to make one last stand at this pass. We've got about two minutes at best. Get to the Launch Pad.",,Commander Simmons
misn0635.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0635.wav,5.422,"Grizzly One, Commander Simmons. I can't hold (explosion).",,Commander Simmons
misn0636.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0636.wav,9.23,"I'm picking up a massive scrap field ahead, sir. Looks like the Hephaestus's cargo got... Uh, radar contact! CCA units in the scrap field!",,Corporal Buzz
misn0637.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0637.wav,7.814,"Good job, Commander. We have the transport's coordinates. Escort your Recycler to the dust off site. We've dropped a Nav Beacon. Corbett out.",,Lieutenant Corbett
misn0638.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0638.wav,5.248,"Good job, Grizzly One. You've penetrated the CCA base. Recon their Launch Pad.",,Lieutenant Corbett
misn0639.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0639.wav,1.707,"Good job, Commander. Mission successful.",Unused voiceover.,
misn0641.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0641.wav,3.959,The transport has left the canyons and is rejoining the escort destroyers.,Unused voiceover.,
misn0642.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0642.wav,8.661,"Grizzly One, this is Commander Simmons of the 5th Platoon. Looks like you need some more time. We're gonna hold off the CCA platoon so you can get to the Launch Pad.",,Commander Simmons
misn0643.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0643.wav,4.934,"Negative, Commander. In your current condition you will not stand a chance. You are ordered to stand down.",,Lieutenant Corbett
misn0644.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0644.wav,7.094,"Sorry, Lieutenant. I can't do that. Simmons out. All units, move into attack formation.",,Commander Simmons
misn0645.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0645.wav,7.744,"Simmons, come in. Simmons. Darn it. Grizzly One, they're not gonna last long. You've got to get through quickly.",,Lieutenant Corbett
misn0646.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0646.wav,4.702,"General, the 5th has been wiped out and Grizzly One has failed to recon the Launch Pad.",,Lieutenant Corbett
misn0647.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0647.wav,13.386,"Good job, Grizzly One. We've taken heavy losses, but we know where they took the flight log. We're breaking off our attack and the CCA platoon is not pursuing. But they are headed your way. Move your forces to the dust-off site.",,Corporal Buzz
misn0648.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0648.wav,6.885,"Grizzly One, you have about 30 seconds to make sure the 5th‘s deaths weren't in vain. Recon that Launch Pad.",,Lieutenant Corbett
misn0649.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0649.wav,4.319,"Good job, Commander. Mission successful. Transport is en route.",,General Collins
misn0650.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0650.wav,7.964,"Looks like we're too late. They must have found the flight log already. Grizzly One, deploy the Wyoming and prepare for an assault on the canyon base.",,General Collins
misn0651.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0651.wav,8.998,"All personnel, prepare to evacuate Mars. Oh, not you, Commander. I've got a special assignment for you. In one of the polar regions!",,General Collins
misn0652.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0652.wav,0.633,"Yes, sir.",Unused voiceover.,
misn0653.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0653.wav,2.357,"General, we've lost the Wyoming.",,Lieutenant Corbett
misn0654.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0654.wav,5.027,Grizzly One. Search each of the structures and locate the flight log database.,,Lieutenant Corbett
misn0690.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0690.wav,3.495,"Commander, you have been ordered to recon that object.",,Lieutenant Corbett
misn0691.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0691.wav,4.284,"Commander, we are still waiting for you to call up information on the Hephaestus.",,Lieutenant Corbett
misn0693.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0693.wav,3.495,"Commander, identify and search each of those buildings.",,Lieutenant Corbett
misn0694.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0694.wav,8.986,"Commander, your failure to carry out a simple order leaves me with no choice but to charge you with insubordination. You are relieved of command.",,General Collins
misn0695.wav,Battlezone/Stars and Stripes/Escape from Mars/misn0695.wav,4.423,"Commander, you are ordered to head to Nav Beacon One and recon that Starport.",,Lieutenant Corbett
misn1200.wav,Battlezone/Stars and Stripes/Flying Solo/misn1200.wav,47.311,"The Soviets are transmitting data from a secret communication tower located somewhere on Europa. Included in the data transmission is the whereabouts of the stolen Fury relic. We need to intercept that transmission before it ends. Your heads-up clock indicates how much time is left before the transmission is complete and your objective is lost. Here are your orders. Just north of you is a Soviet Check-Point Tower. You'll find a patrol ship passes by this checkpoint at regular intervals. You are to head there on foot. Take out a CCA pilot as he comes in using your sniper rifle and commandeer his vehicle. And, Commander, you'll need to keep a low profile or risk giving yourself away. Once you've acquired a Soviet vehicle, we'll issue you further instructions. Good luck, Grizzly One.",,General Collins
misn1201.wav,Battlezone/Stars and Stripes/Flying Solo/misn1201.wav,2.566,Initiating communication uplink.,,NSDF Betty
misn1202.wav,Battlezone/Stars and Stripes/Flying Solo/misn1202.wav,2.496,Losing communication uplink.,,NSDF Betty
misn1203.wav,Battlezone/Stars and Stripes/Flying Solo/misn1203.wav,2.624,Communication uplink lost.,,NSDF Betty
misn1204.wav,Battlezone/Stars and Stripes/Flying Solo/misn1204.wav,5.19,Data interception complete. Communication uplink terminated.,,NSDF Betty
misn1205.wav,Battlezone/Stars and Stripes/Flying Solo/misn1205.wav,4.818,"Scout, you have checked in out of order. Return to your post.",,General Karnov
misn1206.wav,Battlezone/Stars and Stripes/Flying Solo/misn1206.wav,4.075,"Omega one, identify yourself immediately!",,General Karnov
misn1207.wav,Battlezone/Stars and Stripes/Flying Solo/misn1207.wav,4.911,"This is checkpoint two reporting. All clear, Omega One.",,General Karnov
misn1208.wav,Battlezone/Stars and Stripes/Flying Solo/misn1208.wav,4.795,"This is checkpoint three reporting. All clear, Omega One.",,General Karnov
misn1209.wav,Battlezone/Stars and Stripes/Flying Solo/misn1209.wav,4.586,"This is checkpoint four reporting. All clear, Omega One.",,General Karnov
misn1210.wav,Battlezone/Stars and Stripes/Flying Solo/misn1210.wav,6.351,"Looks like you found your way, Omega One… Ahahaha.",,General Karnov
misn1211.wav,Battlezone/Stars and Stripes/Flying Solo/misn1211.wav,7.86,All units. Omega One is not responding. Believed hostile. Engage and destroy!,,General Karnov
misn1212.wav,Battlezone/Stars and Stripes/Flying Solo/misn1212.wav,0.321,(Transmission interception sound effect.),This sound is the “Restore Up” sound from the “Inside Your Computer” theme from the Windows 95 Plus! pack.,
misn1213.wav,Battlezone/Stars and Stripes/Flying Solo/misn1213.wav,3.727,"Your cover is blown, Commander. You left your tank out in the open.",,Lieutenant Corbett
misn1214.wav,Battlezone/Stars and Stripes/Flying Solo/misn1214.wav,6.513,"Omega One, you have checked in out of order and are wasting time. Explain yourself!",,General Karnov
misn1215.wav,Battlezone/Stars and Stripes/Flying Solo/misn1215.wav,5.259,"You have run out of time, Commander. The message has been transmitted. You have failed.",,General Collins
misn1216.wav,Battlezone/Stars and Stripes/Flying Solo/misn1216.wav,4.354,"Well done, Commander. Stand by. Reinforcements are in motion, Commander.",,Lieutenant Corbett
misn1217.wav,Battlezone/Stars and Stripes/Flying Solo/misn1217.wav,8.626,"Good, Commander. But we're just getting started. Now, pay attention. To keep from drawing attention to yourself, you must complete this ship's patrol route.",,General Collins
misn1218.wav,Battlezone/Stars and Stripes/Flying Solo/misn1218.wav,3.425,First you must find this Turret repair and supply hangar.,,General Collins
misn1219.wav,Battlezone/Stars and Stripes/Flying Solo/misn1219.wav,3.518,"Secondly, you must go to this Mobile Unit Factory.",,General Collins
misn1220.wav,Battlezone/Stars and Stripes/Flying Solo/misn1220.wav,3.889,"Finally, you must find these scrap silos.",,General Collins
misn1221.wav,Battlezone/Stars and Stripes/Flying Solo/misn1221.wav,9.439,There are two Check-Point Towers that will help you locate these structures. Identify them using the <kbd>I</kbd> key and they will activate Nav Cameras that will show you the way.,,General Collins
misn1222.wav,Battlezone/Stars and Stripes/Flying Solo/misn1222.wav,18.471,"After you've completed the patrol route, waste no time locating that communication tower. To intercept the transmission, you need only stay close to the tower for a few seconds. Your onboard computer will do the rest. Once you've got the transmission, get back to the drop zone at Nav 1. Now go, Commander.",,General Collins
misn1223.wav,Battlezone/Stars and Stripes/Flying Solo/misn1223.wav,3.994,"Excellent work, Commander. Now get back to Nav 1 as fast as you can.",,General Collins
misn1224.wav,Battlezone/Stars and Stripes/Flying Solo/misn1224.wav,7.906,This is Razor One. Thanks for rescuing me. I was captured on Venus. I know a fast way out of here. Follow me.,Unused voiceover.,
misn1225.wav,Battlezone/Stars and Stripes/Flying Solo/misn1225.wav,7.976,To the east is the Soviets' main scrap supply silos. Taking them out would seriously cripple the CCA's ability to fight here on Europa.,Unused voiceover.,
misn1226.wav,Battlezone/Stars and Stripes/Flying Solo/misn1226.wav,4.354,"Well done, Commander. Stand by. Reinforcements are in motion, Commander.",Duplicate of [misn1216.wav](#misn1216.wav).,Lieutenant Corbett
misn1227.wav,Battlezone/Stars and Stripes/Flying Solo/misn1227.wav,26.842,"After Arkin made off for the alien relic, we spread the fleet to comb the nearby CCA bases. The Freedom went to Ganymede, and the Liberty to Callisto. Finally we found a CCA outpost on Europa and planned to infiltrate their base and tap their communications tower. It was our most stealthy mission. We had to sneak in unnoticed.",,Grizzly One
misn1228.wav,Battlezone/Stars and Stripes/Flying Solo/misn1228.wav,2.421,"Your cover is blown, Commander.",,Lieutenant Corbett
misn1229.wav,Battlezone/Stars and Stripes/Flying Solo/misn1229.wav,0.367,(Sound effect for CCA Check-Point Tower activation.),This sound is a slowed down version of the “Default” sound from the “Inside Your Computer” theme from the Windows 95 Plus! pack.,
misn1230.wav,Battlezone/Stars and Stripes/Flying Solo/misn1230.wav,0.841,(Sound effect for CCA Check-Point Tower deactivation / out of range.),This sound is a slightly shortened version of the “Question” sound from the “The Golden Era” theme from the Windows 95 Plus! pack.,
misn1231.wav,Battlezone/Stars and Stripes/Flying Solo/misn1231.wav,4.146,(Ambient sound effect for CCA Check-Point Tower.),"This audio splices together various excerpts from [Stalin's November 7, 1941](https://www.youtube.com/watch?v=poOZFKoEx9c) speech.",
misn1232.wav,Battlezone/Stars and Stripes/Flying Solo/misn1232.wav,28.201,"Приходится праздновала сегодня братья, когда в Шурак Ябской Руну. Говорило, нападения создали угрозу для нашей страны. У ворот Ленинграда и наш. На вас уничтожили. Разбойничные орды не закончились. Наша славная родина, ее свобода, ее независимость. Вот сами не увеличиваем. Вперед, совет.","This audio splices together various excerpts from [Stalin's November 7, 1941](https://www.youtube.com/watch?v=poOZFKoEx9c) speech.",
misn0201.wav,Battlezone/Stars and Stripes/Red Arrival/misn0201.wav,8.046,"Grizzly One, this is Lieutenant Corbett. Commence resource gathering operations. Build a Scavenger and escort it to Scrap Field Alpha.",,Lieutenant Corbett
misn0224.wav,Battlezone/Stars and Stripes/Red Arrival/misn0224.wav,8.603,"Commander, we've discovered a deposit of bio-metal along with some strange radar signatures. Build a Scavenger and escort it to the bio-metal deposit.",,Lieutenant Corbett
misn0225.wav,Battlezone/Stars and Stripes/Red Arrival/misn0225.wav,7.442,"Commander, our instruments show that you are heavily outnumbered. Protect the Scavenger and retreat to Outpost 3.",,General Collins
misn0226.wav,Battlezone/Stars and Stripes/Red Arrival/misn0226.wav,4.214,Good work. Scavenger 1 made it to Eagles Nest 1 without incident.,,Lieutenant Corbett
misn0227.wav,Battlezone/Stars and Stripes/Red Arrival/misn0227.wav,6.49,Eagle's Nest 1 is being overrun. I'm informing NSDF Command that our forces are surrendering.,,Lieutenant Corbett
misn0228.wav,Battlezone/Stars and Stripes/Red Arrival/misn0228.wav,5.538,Good work. Unfortunately we've got another Scavenger out there that's being threatened by Soviet wingmen.,,Lieutenant Corbett
misn0230.wav,Battlezone/Stars and Stripes/Red Arrival/misn0230.wav,53.551,"Sometimes it bugs me that Armstrong and Shepard get all the credit. But we all wanted to win the Cold War. And we were ready to commit our lives to getting the bio-metal. The military boys used all the material that had fallen to Earth. And they still needed more. They went looking for a few cowboys to do the job. And in the end, they orchestrated the world's biggest cover-up. They snuck a whole army into space, and not a soul knew a thing. People should know why it was so important that we won the space race. People should know what happened to all those who went missing. The dead should get their honors, and they should have their place in history. Because history has a way of repeating itself.",,Grizzly One
misn0232.wav,Battlezone/Stars and Stripes/Red Arrival/misn0232.wav,8.046,"Grizzly One, this is Lieutenant Corbett. Commence resource gathering operations. Build a Scavenger and escort it to Scrap Field Alpha.",,Lieutenant Corbett
misn0233.wav,Battlezone/Stars and Stripes/Red Arrival/misn0233.wav,6.249,"Grizzly One, we've got a situation. Unidentified vehicles are approaching your position from the south-west.",,Lieutenant Corbett
misn0234.wav,Battlezone/Stars and Stripes/Red Arrival/misn0234.wav,11.18,"Good work, Grizzly One. We've confirmed that the hostile vehicles are of Soviet origin. They've maneuvered around Outpost 3 and are headed towards Eagles Nest 1. Await further orders from NSDF Command.",,Lieutenant Corbett
misn1600.wav,Battlezone/Stars and Stripes/Strike at the Heart/misn1600.wav,43.654,"We gathered every resource we could find, and engineering equipped us with new weapons. It seemed like a futile battle, but we had to destroy the Furies. Their numbers were increasing, and we could feel their ambitions grow. They were sentient. We knew that from the database. They loved to kill. We saw that. It was only a matter of time before they found Earth. There was nowhere to hide. Our only option was to stay and fight for our lives. And the lives of everyone back home.",,Grizzly One
misn1601.wav,Battlezone/Stars and Stripes/Strike at the Heart/misn1601.wav,16.614,"Commander, engineering has determined that a CCA base has been converted into a Fury production facility. Destroying this facility is our first step in eliminating the Furies. Your forces are outmatched, but General Karnov has promised to provide CCA reinforcements.",,General Collins
misn1602.wav,Battlezone/Stars and Stripes/Strike at the Heart/misn1602.wav,5.979,"Relax, Commander. Forces of the Cosmo Colonist Army are rolling.",,General Karnov
